employee_id,business_travel,business_travel_allowance_percent,business_travel_allowance_rs,performance,performance_bonus_percent,performance_bonus_rs,over_time,over_time_incentive_percent,over_time_incentive_rs,monthly_salary_rs,yearly_salary_rs,marital_status,marital_allowance_percent,marital_allowance_rs,home_distance_km,office_travel_allowance_01,office_travel_allowance_rs,years_at_company,range_years_at_company,training_months,yearly_package_rs,yearly_package_lpa,range_yearly_package
463,Rarely,2,1280.32,Average,0,0,Yes,10,6401.6,64016,768192,Divorced,0,0,10,0,0,7,5-10 yrs,2,775873.92,7.8,6-9 LPA
464,Rarely,2,1622.56,Average,0,0,No,0,0,81128,973536,Single,0,0,5,0,0,16,15-20 yrs,5,975158.56,9.8,9-12 LPA
465,Rarely,2,1935.04,Average,0,0,No,0,0,96752,1161024,Divorced,0,0,26,0,0,4,0-5 yrs,2,1162959.04,11.6,9-12 LPA
466,Rarely,2,2113.6,Good,5,63408,Yes,10,10568,105680,1268160,Single,0,0,6,0,0,5,0-5 yrs,3,1344249.6,13.4,12-15 LPA
467,Frequently,5,5432.8,Good,5,65193.6,No,0,0,108656,1303872,Single,0,0,4,0,0,0,0-5 yrs,3,1374498.4,13.7,12-15 LPA
468,Rarely,2,1354.72,Average,0,0,No,0,0,67736,812832,Single,0,0,23,0,0,1,0-5 yrs,2,814186.72,8.1,6-9 LPA
469,No Travel,0,0,Average,0,0,No,0,0,80384,964608,Married,5,4019.2,2,0,0,4,0-5 yrs,3,968627.2,9.7,9-12 LPA
470,Rarely,2,1473.76,Average,0,0,Yes,10,7368.8,73688,884256,Divorced,0,0,2,0,0,3,0-5 yrs,5,893098.56,8.9,6-9 LPA
471,Rarely,2,1816,Average,0,0,No,0,0,90800,1089600,Married,5,4540,2,0,0,8,5-10 yrs,4,1095956,11,9-12 LPA
473,Rarely,2,2054.08,Excellent,15,184867.2,No,0,0,102704,1232448,Married,5,5135.2,29,1,150800,0,0-5 yrs,3,1575304.48,15.8,15+ LPA
474,Rarely,2,1458.88,Average,0,0,Yes,10,7294.4,72944,875328,Divorced,0,0,6,0,0,7,5-10 yrs,2,884081.28,8.8,6-9 LPA
475,No Travel,0,0,Average,0,0,Yes,10,9824,98240,1178880,Married,5,4912,25,0,0,2,0-5 yrs,2,1193616,11.9,9-12 LPA
476,Rarely,2,1548.16,Good,5,46444.8,No,0,0,77408,928896,Married,5,3870.4,1,0,0,8,5-10 yrs,3,980759.36,9.8,9-12 LPA
477,Rarely,2,2158.24,Excellent,15,194241.6,No,0,0,107912,1294944,Single,0,0,2,1,10400,1,0-5 yrs,6,1501743.84,15,12-15 LPA
478,Frequently,5,5432.8,Average,0,0,Yes,10,10865.6,108656,1303872,Single,0,0,1,0,0,3,0-5 yrs,3,1320170.4,13.2,12-15 LPA
479,No Travel,0,0,Good,5,41088,No,0,0,68480,821760,Single,0,0,1,0,0,1,0-5 yrs,6,862848,8.6,6-9 LPA
481,Frequently,5,3535.6,Average,0,0,No,0,0,70712,848544,Married,5,3535.6,3,0,0,13,10-15 yrs,2,855615.2,8.6,6-9 LPA
482,Rarely,2,2009.44,Average,0,0,No,0,0,100472,1205664,Married,5,5023.6,1,0,0,3,0-5 yrs,2,1212697.04,12.1,12-15 LPA
483,Rarely,2,1384.48,Average,0,0,Yes,10,6922.4,69224,830688,Married,5,3461.2,10,0,0,7,5-10 yrs,3,842456.08,8.4,6-9 LPA
484,No Travel,0,0,Excellent,15,115228.8,No,0,0,64016,768192,Single,0,0,9,1,46800,3,0-5 yrs,3,930220.8,9.3,9-12 LPA
485,Rarely,2,1205.92,Average,0,0,Yes,10,6029.6,60296,723552,Single,0,0,5,0,0,1,0-5 yrs,2,730787.52,7.3,6-9 LPA
486,Rarely,2,2158.24,Good,5,64747.2,No,0,0,107912,1294944,Married,5,5395.6,10,0,0,5,0-5 yrs,3,1367245.04,13.7,12-15 LPA
487,No Travel,0,0,Average,0,0,No,0,0,57320,687840,Married,5,2866,7,0,0,1,0-5 yrs,2,690706,6.9,6-9 LPA
488,Frequently,5,3833.2,Good,5,45998.4,No,0,0,76664,919968,Single,0,0,4,0,0,8,5-10 yrs,5,969799.6,9.7,9-12 LPA
491,Rarely,2,2188,Good,5,65640,No,0,0,109400,1312800,Single,0,0,10,0,0,4,0-5 yrs,2,1380628,13.8,12-15 LPA
492,Rarely,2,1711.84,Average,0,0,Yes,10,8559.2,85592,1027104,Married,5,4279.6,22,0,0,6,5-10 yrs,6,1041654.64,10.4,9-12 LPA
493,Rarely,2,1324.96,Good,5,39748.8,Yes,10,6624.8,66248,794976,Single,0,0,9,0,0,2,0-5 yrs,5,842674.56,8.4,6-9 LPA
494,Rarely,2,2039.2,Good,5,61176,No,0,0,101960,1223520,Single,0,0,12,0,0,1,0-5 yrs,0,1286735.2,12.9,12-15 LPA
495,Rarely,2,1503.52,Good,5,45105.6,No,0,0,75176,902112,Single,0,0,23,0,0,3,0-5 yrs,4,948721.12,9.5,9-12 LPA
496,Rarely,2,2143.36,Good,5,64300.8,No,0,0,107168,1286016,Single,0,0,9,0,0,1,0-5 yrs,5,1352460.16,13.5,12-15 LPA
497,Rarely,2,1920.16,Average,0,0,No,0,0,96008,1152096,Divorced,0,0,1,0,0,5,0-5 yrs,2,1154016.16,11.5,9-12 LPA
498,Rarely,2,2068.96,Good,5,62068.8,No,0,0,103448,1241376,Single,0,0,9,0,0,7,5-10 yrs,1,1305513.76,13.1,12-15 LPA
499,Rarely,2,1161.28,Excellent,15,104515.2,No,0,0,58064,696768,Single,0,0,7,1,36400,5,0-5 yrs,2,838844.48,8.4,6-9 LPA
500,Rarely,2,1994.56,Average,0,0,No,0,0,99728,1196736,Married,5,4986.4,14,0,0,7,5-10 yrs,2,1203716.96,12,9-12 LPA
501,Rarely,2,2128.48,Average,0,0,No,0,0,106424,1277088,Married,5,5321.2,2,0,0,2,0-5 yrs,3,1284537.68,12.8,12-15 LPA
502,No Travel,0,0,Average,0,0,Yes,10,8484.8,84848,1018176,Single,0,0,19,0,0,5,0-5 yrs,3,1026660.8,10.3,9-12 LPA
505,Rarely,2,2143.36,Average,0,0,Yes,10,10716.8,107168,1286016,Single,0,0,2,0,0,5,0-5 yrs,2,1298876.16,13,12-15 LPA
507,Rarely,2,1845.76,Average,0,0,Yes,10,9228.8,92288,1107456,Divorced,0,0,10,0,0,5,0-5 yrs,2,1118530.56,11.2,9-12 LPA
508,Rarely,2,1771.36,Good,5,53140.8,No,0,0,88568,1062816,Married,5,4428.4,2,0,0,1,0-5 yrs,3,1122156.56,11.2,9-12 LPA
510,Frequently,5,4465.6,Excellent,15,160761.6,No,0,0,89312,1071744,Single,0,0,3,1,15600,6,5-10 yrs,2,1252571.2,12.5,12-15 LPA
511,Rarely,2,1339.84,Average,0,0,No,0,0,66992,803904,Married,5,3349.6,11,0,0,2,0-5 yrs,1,808593.44,8.1,6-9 LPA
513,Rarely,2,1607.68,Average,0,0,No,0,0,80384,964608,Married,5,4019.2,2,0,0,10,5-10 yrs,2,970234.88,9.7,9-12 LPA
514,Frequently,5,3238,Excellent,15,116568,Yes,10,6476,64760,777120,Single,0,0,4,1,20800,1,0-5 yrs,4,924202,9.2,9-12 LPA
515,Rarely,2,2113.6,Average,0,0,No,0,0,105680,1268160,Divorced,0,0,14,0,0,18,15-20 yrs,2,1270273.6,12.7,12-15 LPA
516,Rarely,2,1384.48,Average,0,0,No,0,0,69224,830688,Divorced,0,0,2,0,0,5,0-5 yrs,5,832072.48,8.3,6-9 LPA
517,Rarely,2,2113.6,Good,5,63408,No,0,0,105680,1268160,Divorced,0,0,1,0,0,5,0-5 yrs,5,1333681.6,13.3,12-15 LPA
518,Rarely,2,1429.12,Average,0,0,Yes,10,7145.6,71456,857472,Single,0,0,10,0,0,1,0-5 yrs,2,866046.72,8.7,6-9 LPA
520,Rarely,2,1577.92,Average,0,0,No,0,0,78896,946752,Divorced,0,0,12,0,0,25,20-25 yrs,3,948329.92,9.5,9-12 LPA
521,Rarely,2,1860.64,Excellent,15,167457.6,No,0,0,93032,1116384,Married,5,4651.6,2,1,10400,1,0-5 yrs,3,1300753.84,13,12-15 LPA
522,Rarely,2,1979.68,Average,0,0,No,0,0,98984,1187808,Married,5,4949.2,5,0,0,4,0-5 yrs,4,1194736.88,11.9,9-12 LPA
523,No Travel,0,0,Good,5,53140.8,No,0,0,88568,1062816,Married,5,4428.4,4,0,0,3,0-5 yrs,3,1120385.2,11.2,9-12 LPA
524,Rarely,2,1161.28,Average,0,0,No,0,0,58064,696768,Married,5,2903.2,7,0,0,13,10-15 yrs,5,700832.48,7,6-9 LPA
525,Frequently,5,4019.2,Good,5,48230.4,No,0,0,80384,964608,Married,5,4019.2,21,0,0,3,0-5 yrs,1,1020876.8,10.2,9-12 LPA
526,Rarely,2,1801.12,Average,0,0,Yes,10,9005.6,90056,1080672,Divorced,0,0,8,0,0,5,0-5 yrs,3,1091478.72,10.9,9-12 LPA
527,Rarely,2,2173.12,Average,0,0,Yes,10,10865.6,108656,1303872,Single,0,0,4,0,0,5,0-5 yrs,3,1316910.72,13.2,12-15 LPA
529,No Travel,0,0,Good,5,53140.8,Yes,10,8856.8,88568,1062816,Married,5,4428.4,25,0,0,13,10-15 yrs,2,1129242,11.3,9-12 LPA
530,Rarely,2,2158.24,Average,0,0,No,0,0,107912,1294944,Married,5,5395.6,1,0,0,4,0-5 yrs,3,1302497.84,13,12-15 LPA
531,Frequently,5,3684.4,Average,0,0,Yes,10,7368.8,73688,884256,Divorced,0,0,1,0,0,21,20-25 yrs,3,895309.2,9,6-9 LPA
532,Frequently,5,4949.2,Average,0,0,No,0,0,98984,1187808,Married,5,4949.2,6,0,0,7,5-10 yrs,0,1197706.4,12,9-12 LPA
533,Rarely,2,1935.04,Average,0,0,No,0,0,96752,1161024,Single,0,0,12,0,0,5,0-5 yrs,6,1162959.04,11.6,9-12 LPA
534,Rarely,2,1429.12,Good,5,42873.6,No,0,0,71456,857472,Married,5,3572.8,1,0,0,10,5-10 yrs,2,905347.52,9.1,9-12 LPA
536,Rarely,2,1875.52,Average,0,0,No,0,0,93776,1125312,Divorced,0,0,17,0,0,10,5-10 yrs,2,1127187.52,11.3,9-12 LPA
538,Rarely,2,2054.08,Average,0,0,No,0,0,102704,1232448,Married,5,5135.2,3,0,0,2,0-5 yrs,5,1239637.28,12.4,12-15 LPA
543,Rarely,2,1280.32,Average,0,0,Yes,10,6401.6,64016,768192,Married,5,3200.8,3,0,0,5,0-5 yrs,4,779074.72,7.8,6-9 LPA
544,Rarely,2,1726.72,Excellent,15,155404.8,No,0,0,86336,1036032,Married,5,4316.8,10,1,52000,2,0-5 yrs,3,1249480.32,12.5,12-15 LPA
546,Rarely,2,1146.4,Average,0,0,No,0,0,57320,687840,Married,5,2866,4,0,0,5,0-5 yrs,2,691852.4,6.9,6-9 LPA
547,Frequently,5,5172.4,Average,0,0,No,0,0,103448,1241376,Divorced,0,0,29,0,0,5,0-5 yrs,3,1246548.4,12.5,12-15 LPA
548,Rarely,2,1339.84,Good,5,40195.2,No,0,0,66992,803904,Single,0,0,2,0,0,5,0-5 yrs,2,845439.04,8.5,6-9 LPA
549,Rarely,2,1310.08,Average,0,0,No,0,0,65504,786048,Married,5,3275.2,7,0,0,29,25-30 yrs,5,790633.28,7.9,6-9 LPA
550,Rarely,2,1994.56,Average,0,0,No,0,0,99728,1196736,Divorced,0,0,18,0,0,10,5-10 yrs,5,1198730.56,12,9-12 LPA
551,Frequently,5,5023.6,Average,0,0,No,0,0,100472,1205664,Married,5,5023.6,28,0,0,6,5-10 yrs,4,1215711.2,12.2,12-15 LPA
554,Rarely,2,1622.56,Good,5,48676.8,Yes,10,8112.8,81128,973536,Single,0,0,1,0,0,5,0-5 yrs,4,1031948.16,10.3,9-12 LPA
555,Frequently,5,2977.6,Good,5,35731.2,No,0,0,59552,714624,Divorced,0,0,6,0,0,2,0-5 yrs,3,753332.8,7.5,6-9 LPA
556,Frequently,5,3312.4,Excellent,15,119246.4,Yes,10,6624.8,66248,794976,Married,5,3312.4,2,1,10400,1,0-5 yrs,3,937872,9.4,9-12 LPA
558,Rarely,2,1875.52,Average,0,0,No,0,0,93776,1125312,Married,5,4688.8,2,0,0,20,15-20 yrs,2,1131876.32,11.3,9-12 LPA
560,Rarely,2,2039.2,Excellent,15,183528,No,0,0,101960,1223520,Divorced,0,0,23,1,119600,3,0-5 yrs,3,1528687.2,15.3,15+ LPA
562,No Travel,0,0,Good,5,44659.2,No,0,0,74432,893184,Married,5,3721.6,3,0,0,5,0-5 yrs,3,941564.8,9.4,9-12 LPA
564,Rarely,2,2083.84,Good,5,62515.2,No,0,0,104192,1250304,Married,5,5209.6,3,0,0,10,5-10 yrs,2,1320112.64,13.2,12-15 LPA
565,Rarely,2,1756.48,Good,5,52694.4,No,0,0,87824,1053888,Married,5,4391.2,25,0,0,2,0-5 yrs,2,1112730.08,11.1,9-12 LPA
566,Rarely,2,1473.76,Average,0,0,No,0,0,73688,884256,Single,0,0,2,0,0,1,0-5 yrs,3,885729.76,8.9,6-9 LPA
567,No Travel,0,0,Average,0,0,No,0,0,86336,1036032,Married,5,4316.8,22,0,0,9,5-10 yrs,3,1040348.8,10.4,9-12 LPA
568,Rarely,2,1533.28,Average,0,0,No,0,0,76664,919968,Divorced,0,0,29,0,0,1,0-5 yrs,3,921501.28,9.2,9-12 LPA
569,Rarely,2,2009.44,Good,5,60283.2,No,0,0,100472,1205664,Married,5,5023.6,29,0,0,27,25-30 yrs,2,1272980.24,12.7,12-15 LPA
571,No Travel,0,0,Average,0,0,No,0,0,71456,857472,Single,0,0,2,0,0,11,10-15 yrs,2,857472,8.6,6-9 LPA
573,Frequently,5,4726,Good,5,56712,No,0,0,94520,1134240,Married,5,4726,28,0,0,18,15-20 yrs,5,1200404,12,9-12 LPA
574,Rarely,2,1667.2,Average,0,0,No,0,0,83360,1000320,Divorced,0,0,2,0,0,5,0-5 yrs,2,1001987.2,10,9-12 LPA
575,Rarely,2,1458.88,Average,0,0,No,0,0,72944,875328,Married,5,3647.2,2,0,0,3,0-5 yrs,2,880434.08,8.8,6-9 LPA
577,Rarely,2,1384.48,Good,5,41534.4,No,0,0,69224,830688,Single,0,0,22,0,0,5,0-5 yrs,2,873606.88,8.7,6-9 LPA
578,Rarely,2,1324.96,Average,0,0,No,0,0,66248,794976,Single,0,0,8,0,0,1,0-5 yrs,3,796300.96,8,6-9 LPA
579,Rarely,2,1622.56,Average,0,0,No,0,0,81128,973536,Divorced,0,0,2,0,0,7,5-10 yrs,3,975158.56,9.8,9-12 LPA
580,Rarely,2,2098.72,Good,5,62961.6,Yes,10,10493.6,104936,1259232,Married,5,5246.8,10,0,0,3,0-5 yrs,3,1340032.72,13.4,12-15 LPA
581,Rarely,2,1191.04,Excellent,15,107193.6,No,0,0,59552,714624,Divorced,0,0,9,1,46800,13,10-15 yrs,6,869808.64,8.7,6-9 LPA
582,Rarely,2,1533.28,Average,0,0,Yes,10,7666.4,76664,919968,Married,5,3833.2,15,0,0,7,5-10 yrs,2,933000.88,9.3,9-12 LPA
584,Rarely,2,1265.44,Average,0,0,No,0,0,63272,759264,Divorced,0,0,10,0,0,4,0-5 yrs,2,760529.44,7.6,6-9 LPA
585,Rarely,2,1548.16,Average,0,0,No,0,0,77408,928896,Single,0,0,7,0,0,3,0-5 yrs,3,930444.16,9.3,9-12 LPA
586,Rarely,2,1771.36,Average,0,0,Yes,10,8856.8,88568,1062816,Married,5,4428.4,16,0,0,8,5-10 yrs,2,1077872.56,10.8,9-12 LPA
587,Frequently,5,4205.2,Average,0,0,No,0,0,84104,1009248,Married,5,4205.2,20,0,0,1,0-5 yrs,2,1017658.4,10.2,9-12 LPA
590,Frequently,5,3349.6,Good,5,40195.2,Yes,10,6699.2,66992,803904,Divorced,0,0,23,0,0,3,0-5 yrs,2,854148,8.5,6-9 LPA
591,Frequently,5,5358.4,Good,5,64300.8,No,0,0,107168,1286016,Married,5,5358.4,5,0,0,2,0-5 yrs,4,1361033.6,13.6,12-15 LPA
592,No Travel,0,0,Average,0,0,No,0,0,58808,705696,Single,0,0,10,0,0,10,5-10 yrs,3,705696,7.1,6-9 LPA
593,Frequently,5,5432.8,Good,5,65193.6,No,0,0,108656,1303872,Single,0,0,4,0,0,2,0-5 yrs,3,1374498.4,13.7,12-15 LPA
595,Rarely,2,1250.56,Average,0,0,No,0,0,62528,750336,Married,5,3126.4,2,0,0,9,5-10 yrs,2,754712.96,7.5,6-9 LPA
597,Rarely,2,1935.04,Excellent,15,174153.6,No,0,0,96752,1161024,Single,0,0,18,1,93600,10,5-10 yrs,2,1430712.64,14.3,12-15 LPA
599,No Travel,0,0,Average,0,0,No,0,0,76664,919968,Single,0,0,10,0,0,14,10-15 yrs,3,919968,9.2,9-12 LPA
600,Rarely,2,1964.8,Average,0,0,No,0,0,98240,1178880,Married,5,4912,1,0,0,11,10-15 yrs,2,1185756.8,11.9,9-12 LPA
601,Rarely,2,1816,Good,5,54480,No,0,0,90800,1089600,Single,0,0,6,0,0,20,15-20 yrs,3,1145896,11.5,9-12 LPA
602,Frequently,5,3535.6,Average,0,0,No,0,0,70712,848544,Married,5,3535.6,8,0,0,8,5-10 yrs,3,855615.2,8.6,6-9 LPA
604,Rarely,2,1845.76,Average,0,0,Yes,10,9228.8,92288,1107456,Single,0,0,2,0,0,6,5-10 yrs,2,1118530.56,11.2,9-12 LPA
605,Rarely,2,1533.28,Excellent,15,137995.2,Yes,10,7666.4,76664,919968,Married,5,3833.2,24,1,124800,10,5-10 yrs,5,1195796.08,12,9-12 LPA
606,Rarely,2,1607.68,Good,5,48230.4,No,0,0,80384,964608,Married,5,4019.2,2,0,0,8,5-10 yrs,3,1018465.28,10.2,9-12 LPA
608,Frequently,5,3907.6,Average,0,0,Yes,10,7815.2,78152,937824,Divorced,0,0,17,0,0,7,5-10 yrs,2,949546.8,9.5,9-12 LPA
611,Rarely,2,1205.92,Average,0,0,No,0,0,60296,723552,Divorced,0,0,19,0,0,3,0-5 yrs,2,724757.92,7.2,6-9 LPA
612,Rarely,2,2113.6,Good,5,63408,No,0,0,105680,1268160,Divorced,0,0,1,0,0,6,5-10 yrs,2,1333681.6,13.3,12-15 LPA
613,Rarely,2,1354.72,Excellent,15,121924.8,No,0,0,67736,812832,Divorced,0,0,7,1,36400,5,0-5 yrs,3,972511.52,9.7,9-12 LPA
614,Frequently,5,4316.8,Average,0,0,Yes,10,8633.6,86336,1036032,Single,0,0,5,0,0,0,0-5 yrs,3,1048982.4,10.5,9-12 LPA
615,No Travel,0,0,Good,5,46891.2,No,0,0,78152,937824,Divorced,0,0,28,0,0,1,0-5 yrs,2,984715.2,9.8,9-12 LPA
616,No Travel,0,0,Good,5,48676.8,Yes,10,8112.8,81128,973536,Single,0,0,2,0,0,8,5-10 yrs,3,1030325.6,10.3,9-12 LPA
618,Rarely,2,1369.6,Average,0,0,No,0,0,68480,821760,Divorced,0,0,29,0,0,0,0-5 yrs,5,823129.6,8.2,6-9 LPA
620,Rarely,2,1890.4,Good,5,56712,No,0,0,94520,1134240,Single,0,0,1,0,0,5,0-5 yrs,3,1192842.4,11.9,9-12 LPA
621,Rarely,2,1801.12,Average,0,0,No,0,0,90056,1080672,Single,0,0,21,0,0,10,5-10 yrs,3,1082473.12,10.8,9-12 LPA
622,Rarely,2,1682.08,Good,5,50462.4,Yes,10,8410.4,84104,1009248,Single,0,0,24,0,0,1,0-5 yrs,3,1069802.88,10.7,9-12 LPA
623,Rarely,2,1577.92,Good,5,47337.6,No,0,0,78896,946752,Single,0,0,1,0,0,6,5-10 yrs,3,995667.52,10,9-12 LPA
624,Frequently,5,4949.2,Average,0,0,No,0,0,98984,1187808,Married,5,4949.2,18,0,0,2,0-5 yrs,3,1197706.4,12,9-12 LPA
625,Rarely,2,2054.08,Good,5,61622.4,No,0,0,102704,1232448,Married,5,5135.2,2,0,0,18,15-20 yrs,2,1301259.68,13,12-15 LPA
626,No Travel,0,0,Average,0,0,No,0,0,86336,1036032,Divorced,0,0,9,0,0,9,5-10 yrs,6,1036032,10.4,9-12 LPA
630,Rarely,2,1860.64,Average,0,0,Yes,10,9303.2,93032,1116384,Divorced,0,0,6,0,0,10,5-10 yrs,3,1127547.84,11.3,9-12 LPA
631,No Travel,0,0,Average,0,0,No,0,0,79640,955680,Married,5,3982,11,0,0,4,0-5 yrs,2,959662,9.6,9-12 LPA
632,Frequently,5,3163.6,Average,0,0,No,0,0,63272,759264,Married,5,3163.6,24,0,0,2,0-5 yrs,3,765591.2,7.7,6-9 LPA
634,Rarely,2,1830.88,Good,5,54926.4,No,0,0,91544,1098528,Married,5,4577.2,10,0,0,1,0-5 yrs,4,1159862.48,11.6,9-12 LPA
635,Rarely,2,1667.2,Average,0,0,No,0,0,83360,1000320,Married,5,4168,1,0,0,6,5-10 yrs,2,1006155.2,10.1,9-12 LPA
638,Rarely,2,1563.04,Good,5,46891.2,Yes,10,7815.2,78152,937824,Divorced,0,0,18,0,0,31,30-35 yrs,5,994093.44,9.9,9-12 LPA
639,Rarely,2,2024.32,Average,0,0,Yes,10,10121.6,101216,1214592,Married,5,5060.8,23,0,0,6,5-10 yrs,3,1231798.72,12.3,12-15 LPA
641,Rarely,2,1682.08,Good,5,50462.4,No,0,0,84104,1009248,Married,5,4205.2,28,0,0,5,0-5 yrs,5,1065597.68,10.7,9-12 LPA
643,Rarely,2,2098.72,Excellent,15,188884.8,No,0,0,104936,1259232,Married,5,5246.8,17,1,88400,1,0-5 yrs,2,1543862.32,15.4,15+ LPA
644,Frequently,5,5432.8,Average,0,0,No,0,0,108656,1303872,Married,5,5432.8,3,0,0,32,30-35 yrs,2,1314737.6,13.1,12-15 LPA
645,Rarely,2,1295.2,Average,0,0,No,0,0,64760,777120,Married,5,3238,13,0,0,7,5-10 yrs,1,781653.2,7.8,6-9 LPA
647,Frequently,5,3796,Good,5,45552,Yes,10,7592,75920,911040,Married,5,3796,7,0,0,6,5-10 yrs,4,971776,9.7,9-12 LPA
648,Frequently,5,4502.8,Good,5,54033.6,No,0,0,90056,1080672,Married,5,4502.8,12,0,0,1,0-5 yrs,2,1143711.2,11.4,9-12 LPA
649,Rarely,2,1935.04,Average,0,0,Yes,10,9675.2,96752,1161024,Married,5,4837.6,1,0,0,6,5-10 yrs,3,1177471.84,11.8,9-12 LPA
650,Rarely,2,1384.48,Good,5,41534.4,No,0,0,69224,830688,Divorced,0,0,13,0,0,3,0-5 yrs,2,873606.88,8.7,6-9 LPA
652,Rarely,2,1503.52,Average,0,0,No,0,0,75176,902112,Single,0,0,25,0,0,3,0-5 yrs,3,903615.52,9,6-9 LPA
653,Rarely,2,1682.08,Excellent,15,151387.2,No,0,0,84104,1009248,Divorced,0,0,6,1,31200,7,5-10 yrs,4,1193517.28,11.9,9-12 LPA
655,Rarely,2,1682.08,Average,0,0,No,0,0,84104,1009248,Divorced,0,0,6,0,0,5,0-5 yrs,5,1010930.08,10.1,9-12 LPA
656,Rarely,2,1816,Average,0,0,Yes,10,9080,90800,1089600,Married,5,4540,2,0,0,3,0-5 yrs,3,1105036,11.1,9-12 LPA
657,Rarely,2,1935.04,Average,0,0,No,0,0,96752,1161024,Single,0,0,1,0,0,1,0-5 yrs,0,1162959.04,11.6,9-12 LPA
659,Rarely,2,1905.28,Average,0,0,No,0,0,95264,1143168,Married,5,4763.2,2,0,0,10,5-10 yrs,4,1149836.48,11.5,9-12 LPA
661,Rarely,2,1444,Average,0,0,Yes,10,7220,72200,866400,Divorced,0,0,6,0,0,1,0-5 yrs,3,875064,8.8,6-9 LPA
662,Rarely,2,1339.84,Good,5,40195.2,No,0,0,66992,803904,Single,0,0,1,0,0,0,0-5 yrs,3,845439.04,8.5,6-9 LPA
663,Frequently,5,4428.4,Average,0,0,Yes,10,8856.8,88568,1062816,Divorced,0,0,9,0,0,8,5-10 yrs,3,1076101.2,10.8,9-12 LPA
664,Rarely,2,1295.2,Average,0,0,No,0,0,64760,777120,Married,5,3238,1,0,0,3,0-5 yrs,3,781653.2,7.8,6-9 LPA
665,Rarely,2,1444,Average,0,0,No,0,0,72200,866400,Single,0,0,1,0,0,2,0-5 yrs,1,867844,8.7,6-9 LPA
666,Rarely,2,1161.28,Good,5,34838.4,Yes,10,5806.4,58064,696768,Divorced,0,0,14,0,0,8,5-10 yrs,3,738574.08,7.4,6-9 LPA
667,Rarely,2,1964.8,Average,0,0,No,0,0,98240,1178880,Divorced,0,0,2,0,0,4,0-5 yrs,3,1180844.8,11.8,9-12 LPA
669,Rarely,2,1429.12,Average,0,0,No,0,0,71456,857472,Single,0,0,22,0,0,3,0-5 yrs,2,858901.12,8.6,6-9 LPA
671,Rarely,2,1220.8,Average,0,0,Yes,10,6104,61040,732480,Married,5,3052,3,0,0,2,0-5 yrs,2,742856.8,7.4,6-9 LPA
675,Rarely,2,1726.72,Good,5,51801.6,No,0,0,86336,1036032,Married,5,4316.8,6,0,0,2,0-5 yrs,3,1093877.12,10.9,9-12 LPA
677,Rarely,2,1280.32,Average,0,0,No,0,0,64016,768192,Divorced,0,0,8,0,0,5,0-5 yrs,3,769472.32,7.7,6-9 LPA
679,Rarely,2,2068.96,Average,0,0,Yes,10,10344.8,103448,1241376,Married,5,5172.4,9,0,0,6,5-10 yrs,2,1258962.16,12.6,12-15 LPA
680,Frequently,5,4391.2,Good,5,52694.4,No,0,0,87824,1053888,Divorced,0,0,3,0,0,1,0-5 yrs,2,1110973.6,11.1,9-12 LPA
682,Rarely,2,1205.92,Good,5,36177.6,No,0,0,60296,723552,Single,0,0,1,0,0,14,10-15 yrs,2,760935.52,7.6,6-9 LPA
683,Rarely,2,1324.96,Average,0,0,No,0,0,66248,794976,Married,5,3312.4,1,0,0,10,5-10 yrs,4,799613.36,8,6-9 LPA
684,Frequently,5,5470,Average,0,0,No,0,0,109400,1312800,Married,5,5470,26,0,0,1,0-5 yrs,4,1323740,13.2,12-15 LPA
686,Rarely,2,1756.48,Average,0,0,Yes,10,8782.4,87824,1053888,Married,5,4391.2,6,0,0,3,0-5 yrs,2,1068818.08,10.7,9-12 LPA
689,Rarely,2,1235.68,Good,5,37070.4,No,0,0,61784,741408,Married,5,3089.2,3,0,0,10,5-10 yrs,2,782803.28,7.8,6-9 LPA
690,Rarely,2,1622.56,Average,0,0,No,0,0,81128,973536,Married,5,4056.4,3,0,0,6,5-10 yrs,5,979214.96,9.8,9-12 LPA
691,Rarely,2,1920.16,Average,0,0,No,0,0,96008,1152096,Single,0,0,6,0,0,17,15-20 yrs,3,1154016.16,11.5,9-12 LPA
692,Frequently,5,2866,Excellent,15,103176,No,0,0,57320,687840,Divorced,0,0,6,1,31200,13,10-15 yrs,2,825082,8.3,6-9 LPA
698,Rarely,2,2009.44,Good,5,60283.2,No,0,0,100472,1205664,Married,5,5023.6,19,0,0,9,5-10 yrs,1,1272980.24,12.7,12-15 LPA
699,Rarely,2,1414.24,Average,0,0,Yes,10,7071.2,70712,848544,Divorced,0,0,9,0,0,3,0-5 yrs,2,857029.44,8.6,6-9 LPA
700,Rarely,2,1503.52,Average,0,0,No,0,0,75176,902112,Single,0,0,3,0,0,4,0-5 yrs,0,903615.52,9,6-9 LPA
701,Rarely,2,1176.16,Average,0,0,Yes,10,5880.8,58808,705696,Single,0,0,10,0,0,1,0-5 yrs,5,712752.96,7.1,6-9 LPA
702,Frequently,5,4354,Average,0,0,Yes,10,8708,87080,1044960,Single,0,0,3,0,0,10,5-10 yrs,3,1058022,10.6,9-12 LPA
704,No Travel,0,0,Good,5,39302.4,No,0,0,65504,786048,Married,5,3275.2,3,0,0,1,0-5 yrs,3,828625.6,8.3,6-9 LPA
