employee_id,attrition_label,attrition,gender,age,age_group,education,education_field,department,job_role,job_level,work_x_years,range_work_x,count_company_switches,range_company_switches,salary_hike_percent,range_salary_hike,stock_option_level,years_in_curr_role,range_years_in_curr_role,years_since_last_promotion,range_years_since_last_promotion,years_with_curr_manager
990,Current Employees,No,Male,36,35 - 44,Master's Degree,Technical Degree,Sales,Sales Executive,2,12,10-15 switches,4,3-6 switches,13,11-15 %,2,7,6-9 switches,0,0-3 switches,7
991,Ex-Employees,Yes,Male,31,25 - 34,Associates Degree,Medical,R&D,Research Scientist,1,4,0-5 switches,0,0-2 switches,22,21-25 %,0,2,0-3 switches,1,0-3 switches,2
992,Current Employees,No,Male,33,25 - 34,Bachelor's Degree,Life Sciences,Sales,Manager,4,10,5-10 switches,1,0-2 switches,11,11-15 %,0,8,6-9 switches,6,3-6 switches,0
994,Ex-Employees,Yes,Female,29,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,3,0-5 switches,6,3-6 switches,20,16-20 %,0,0,0-3 switches,0,0-3 switches,0
995,Current Employees,No,Female,33,25 - 34,High School,Life Sciences,R&D,Research Scientist,1,5,0-5 switches,3,3-6 switches,18,16-20 %,0,2,0-3 switches,0,0-3 switches,2
996,Current Employees,No,Female,45,45 - 54,Master's Degree,Medical,R&D,Laboratory Technician,1,8,5-10 switches,3,3-6 switches,14,11-15 %,2,3,0-3 switches,0,0-3 switches,2
997,Current Employees,No,Male,50,45 - 54,Associates Degree,Medical,R&D,Research Director,4,32,30-35 switches,9,6+ switches,22,21-25 %,1,4,3-6 switches,1,0-3 switches,3
998,Current Employees,No,Female,33,25 - 34,Master's Degree,Other,R&D,Healthcare Representative,2,6,5-10 switches,1,0-2 switches,13,11-15 %,1,5,3-6 switches,1,0-3 switches,2
999,Current Employees,No,Male,41,35 - 44,Bachelor's Degree,Medical,R&D,Research Director,5,21,20-25 switches,2,0-2 switches,17,16-20 %,1,16,15-18 switches,0,0-3 switches,11
1001,Current Employees,No,Female,27,25 - 34,Master's Degree,Technical Degree,R&D,Laboratory Technician,1,4,0-5 switches,9,6+ switches,14,11-15 %,1,2,0-3 switches,2,0-3 switches,2
1002,Current Employees,No,Male,45,45 - 54,Associates Degree,Life Sciences,R&D,Laboratory Technician,2,9,5-10 switches,1,0-2 switches,15,11-15 %,1,8,6-9 switches,0,0-3 switches,8
1003,Current Employees,No,Female,47,45 - 54,Associates Degree,Life Sciences,Sales,Sales Executive,2,9,5-10 switches,1,0-2 switches,17,16-20 %,0,0,0-3 switches,0,0-3 switches,7
1004,Ex-Employees,Yes,Female,30,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,7,5-10 switches,4,3-6 switches,11,11-15 %,0,2,0-3 switches,0,0-3 switches,1
1005,Current Employees,No,Male,50,45 - 54,Bachelor's Degree,Life Sciences,R&D,Manufacturing Director,4,22,20-25 switches,3,3-6 switches,18,16-20 %,1,11,9-12 switches,1,0-3 switches,5
1006,Current Employees,No,Male,38,35 - 44,High School,Medical,R&D,Research Scientist,1,3,0-5 switches,0,0-2 switches,17,16-20 %,1,1,0-3 switches,0,0-3 switches,2
1007,Current Employees,No,Male,46,45 - 54,Associates Degree,Medical,R&D,Manufacturing Director,3,13,10-15 switches,6,3-6 switches,13,11-15 %,1,7,6-9 switches,0,0-3 switches,7
1009,Current Employees,No,Female,24,Under 25,High School,Medical,R&D,Manufacturing Director,2,5,0-5 switches,1,0-2 switches,15,11-15 %,2,2,0-3 switches,3,0-3 switches,2
1010,Ex-Employees,Yes,Male,35,35 - 44,Master's Degree,Other,R&D,Laboratory Technician,1,5,0-5 switches,1,0-2 switches,24,21-25 %,1,2,0-3 switches,0,0-3 switches,2
1011,Current Employees,No,Female,31,25 - 34,High School,Life Sciences,R&D,Manufacturing Director,2,4,0-5 switches,1,0-2 switches,12,11-15 %,1,3,0-3 switches,0,0-3 switches,3
1012,Current Employees,No,Male,18,Under 25,Associates Degree,Life Sciences,R&D,Research Scientist,1,0,0-5 switches,1,0-2 switches,15,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1013,Current Employees,No,Female,54,45 - 54,Bachelor's Degree,Technical Degree,R&D,Manufacturing Director,3,22,20-25 switches,8,6+ switches,11,11-15 %,1,7,6-9 switches,0,0-3 switches,8
1014,Current Employees,No,Female,35,35 - 44,Master's Degree,Medical,R&D,Healthcare Representative,3,16,15-20 switches,1,0-2 switches,11,11-15 %,1,10,9-12 switches,10,9-12 switches,1
1015,Current Employees,No,Female,30,25 - 34,Associates Degree,Life Sciences,R&D,Research Director,3,9,5-10 switches,0,0-2 switches,12,11-15 %,3,7,6-9 switches,1,0-3 switches,7
1016,Ex-Employees,Yes,Female,20,Under 25,Bachelor's Degree,Medical,R&D,Research Scientist,1,1,0-5 switches,1,0-2 switches,15,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1017,Ex-Employees,Yes,Female,30,25 - 34,Bachelor's Degree,Medical,R&D,Laboratory Technician,1,4,0-5 switches,0,0-2 switches,17,16-20 %,0,2,0-3 switches,1,0-3 switches,2
1018,Current Employees,No,Male,26,25 - 34,Associates Degree,Medical,R&D,Manufacturing Director,2,8,5-10 switches,1,0-2 switches,12,11-15 %,0,7,6-9 switches,1,0-3 switches,3
1019,Current Employees,No,Male,22,Under 25,High School,Life Sciences,R&D,Laboratory Technician,1,4,0-5 switches,1,0-2 switches,15,11-15 %,1,3,0-3 switches,1,0-3 switches,1
1022,Current Employees,No,Male,48,45 - 54,Bachelor's Degree,Life Sciences,R&D,Healthcare Representative,2,19,15-20 switches,2,0-2 switches,13,11-15 %,0,2,0-3 switches,2,0-3 switches,2
1024,Current Employees,No,Male,48,45 - 54,Master's Degree,Life Sciences,R&D,Healthcare Representative,3,27,25-30 switches,7,6+ switches,14,11-15 %,0,11,9-12 switches,4,3-6 switches,8
1025,Current Employees,No,Female,41,35 - 44,Associates Degree,Medical,R&D,Manufacturing Director,2,8,5-10 switches,6,3-6 switches,14,11-15 %,0,2,0-3 switches,2,0-3 switches,1
1026,Current Employees,No,Female,39,35 - 44,High School,Life Sciences,R&D,Manufacturing Director,4,21,20-25 switches,1,0-2 switches,16,16-20 %,1,6,3-6 switches,11,9-12 switches,8
1027,Current Employees,No,Female,27,25 - 34,Master's Degree,Life Sciences,R&D,Manufacturing Director,2,4,0-5 switches,0,0-2 switches,18,16-20 %,1,2,0-3 switches,2,0-3 switches,2
1028,Current Employees,No,Male,35,35 - 44,Bachelor's Degree,Other,R&D,Laboratory Technician,1,3,0-5 switches,1,0-2 switches,20,16-20 %,1,2,0-3 switches,1,0-3 switches,2
1029,Current Employees,No,Male,42,35 - 44,Associates Degree,Marketing,Sales,Manager,5,21,20-25 switches,6,3-6 switches,13,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1030,Current Employees,No,Male,50,45 - 54,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,1,8,5-10 switches,4,3-6 switches,18,16-20 %,0,0,0-3 switches,0,0-3 switches,0
1032,Current Employees,No,Female,59,Over 55,Bachelor's Degree,Life Sciences,R&D,Manufacturing Director,4,30,25-30 switches,3,3-6 switches,13,11-15 %,0,3,0-3 switches,4,3-6 switches,3
1033,Ex-Employees,Yes,Female,37,35 - 44,Associates Degree,Medical,R&D,Healthcare Representative,2,15,10-15 switches,5,3-6 switches,15,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1034,Current Employees,No,Male,55,Over 55,Master's Degree,Medical,R&D,Healthcare Representative,2,17,15-20 switches,3,3-6 switches,14,11-15 %,2,7,6-9 switches,6,3-6 switches,7
1035,Current Employees,No,Female,41,35 - 44,High School,Life Sciences,R&D,Research Director,5,21,20-25 switches,1,0-2 switches,22,21-25 %,2,16,15-18 switches,5,3-6 switches,10
1036,Current Employees,No,Male,38,35 - 44,Master's Degree,Life Sciences,Sales,Sales Executive,2,19,15-20 switches,8,6+ switches,12,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1037,Ex-Employees,Yes,Male,26,25 - 34,Associates Degree,Medical,Sales,Sales Executive,2,7,5-10 switches,8,6+ switches,18,16-20 %,0,2,0-3 switches,2,0-3 switches,2
1038,Ex-Employees,Yes,Female,52,45 - 54,High School,Marketing,Sales,Manager,5,33,30-35 switches,1,0-2 switches,15,11-15 %,1,14,12-15 switches,6,3-6 switches,9
1039,Current Employees,No,Female,44,35 - 44,Bachelor's Degree,Medical,Sales,Sales Executive,4,23,20-25 switches,3,3-6 switches,18,16-20 %,1,11,9-12 switches,11,9-12 switches,11
1040,Current Employees,No,Female,50,45 - 54,Bachelor's Degree,Life Sciences,Sales,Sales Executive,2,19,15-20 switches,0,0-2 switches,12,11-15 %,1,7,6-9 switches,0,0-3 switches,13
1042,Ex-Employees,Yes,Female,36,35 - 44,Master's Degree,Life Sciences,R&D,Laboratory Technician,1,18,15-20 switches,1,0-2 switches,16,16-20 %,0,13,12-15 switches,15,12-15 switches,14
1043,Current Employees,No,Female,39,35 - 44,Bachelor's Degree,Medical,R&D,Manufacturing Director,3,21,20-25 switches,1,0-2 switches,13,11-15 %,0,6,3-6 switches,2,0-3 switches,8
1044,Current Employees,No,Female,33,25 - 34,High School,Life Sciences,Sales,Sales Representative,1,3,0-5 switches,0,0-2 switches,19,16-20 %,0,2,0-3 switches,2,0-3 switches,2
1045,Current Employees,No,Female,45,45 - 54,Associates Degree,Life Sciences,Sales,Manager,4,26,25-30 switches,3,3-6 switches,13,11-15 %,1,3,0-3 switches,1,0-3 switches,1
1046,Current Employees,No,Female,32,25 - 34,Master's Degree,Medical,R&D,Laboratory Technician,1,10,5-10 switches,9,6+ switches,12,11-15 %,0,7,6-9 switches,7,6-9 switches,7
1047,Current Employees,No,Male,34,25 - 34,Master's Degree,Marketing,Sales,Sales Executive,2,16,15-20 switches,0,0-2 switches,11,11-15 %,1,1,0-3 switches,0,0-3 switches,9
1048,Current Employees,No,Male,59,Over 55,Associates Degree,Technical Degree,Sales,Manager,3,14,10-15 switches,3,3-6 switches,14,11-15 %,1,4,3-6 switches,0,0-3 switches,4
1049,Current Employees,No,Male,45,45 - 54,Master's Degree,Medical,HR,Human Resources,1,6,5-10 switches,1,0-2 switches,16,16-20 %,0,3,0-3 switches,0,0-3 switches,4
1050,Current Employees,No,Female,53,45 - 54,Bachelor's Degree,Marketing,Sales,Sales Executive,3,30,25-30 switches,2,0-2 switches,12,11-15 %,1,7,6-9 switches,6,3-6 switches,12
1052,Ex-Employees,Yes,Male,36,35 - 44,Bachelor's Degree,Other,R&D,Laboratory Technician,2,9,5-10 switches,7,6+ switches,14,11-15 %,1,0,0-3 switches,0,0-3 switches,0
1053,Ex-Employees,Yes,Male,26,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,6,5-10 switches,6,3-6 switches,14,11-15 %,1,2,0-3 switches,1,0-3 switches,2
1055,Current Employees,No,Female,34,25 - 34,Master's Degree,Life Sciences,Sales,Sales Representative,1,1,0-5 switches,1,0-2 switches,19,16-20 %,1,1,0-3 switches,0,0-3 switches,0
1056,Current Employees,No,Male,28,25 - 34,High School,Medical,Sales,Sales Representative,1,1,0-5 switches,1,0-2 switches,22,21-25 %,0,0,0-3 switches,0,0-3 switches,0
1060,Current Employees,No,Male,38,35 - 44,Master's Degree,Other,R&D,Research Scientist,1,8,5-10 switches,3,3-6 switches,16,16-20 %,1,2,0-3 switches,2,0-3 switches,2
1061,Current Employees,No,Male,50,45 - 54,Master's Degree,Medical,R&D,Research Director,5,29,25-30 switches,2,0-2 switches,11,11-15 %,1,1,0-3 switches,7,6-9 switches,7
1062,Current Employees,No,Female,37,35 - 44,Bachelor's Degree,Other,R&D,Healthcare Representative,2,8,5-10 switches,3,3-6 switches,15,11-15 %,0,3,0-3 switches,0,0-3 switches,1
1066,Current Employees,No,Male,40,35 - 44,Bachelor's Degree,Marketing,Sales,Sales Executive,2,8,5-10 switches,1,0-2 switches,14,11-15 %,1,7,6-9 switches,7,6-9 switches,5
1068,Current Employees,No,Female,26,25 - 34,High School,Medical,R&D,Research Scientist,1,5,0-5 switches,1,0-2 switches,13,11-15 %,2,3,0-3 switches,1,0-3 switches,3
1069,Current Employees,No,Male,46,45 - 54,Master's Degree,Medical,R&D,Research Director,5,23,20-25 switches,9,6+ switches,17,16-20 %,2,2,0-3 switches,2,0-3 switches,2
1070,Current Employees,No,Female,54,45 - 54,Master's Degree,Life Sciences,Sales,Sales Executive,3,13,10-15 switches,6,3-6 switches,11,11-15 %,1,4,3-6 switches,7,6-9 switches,0
1071,Current Employees,No,Female,56,Over 55,Bachelor's Degree,Medical,R&D,Research Scientist,1,18,15-20 switches,2,0-2 switches,19,16-20 %,1,4,3-6 switches,0,0-3 switches,3
1073,Current Employees,No,Female,36,35 - 44,Doctoral Degree,Medical,R&D,Manufacturing Director,3,15,10-15 switches,0,0-2 switches,11,11-15 %,0,8,6-9 switches,7,6-9 switches,8
1074,Current Employees,No,Male,55,Over 55,High School,Medical,R&D,Manager,4,31,30-35 switches,7,6+ switches,15,11-15 %,0,7,6-9 switches,6,3-6 switches,2
1076,Current Employees,No,Male,43,35 - 44,Bachelor's Degree,Medical,Sales,Sales Executive,3,18,15-20 switches,5,3-6 switches,13,11-15 %,1,0,0-3 switches,0,0-3 switches,0
1077,Ex-Employees,Yes,Female,20,Under 25,Bachelor's Degree,Marketing,Sales,Sales Representative,1,2,0-5 switches,1,0-2 switches,14,11-15 %,0,2,0-3 switches,0,0-3 switches,2
1079,Ex-Employees,Yes,Female,21,Under 25,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,1,1,0-5 switches,1,0-2 switches,13,11-15 %,0,0,0-3 switches,1,0-3 switches,0
1080,Current Employees,No,Female,46,45 - 54,Master's Degree,Life Sciences,R&D,Research Scientist,2,19,15-20 switches,8,6+ switches,23,21-25 %,3,13,12-15 switches,1,0-3 switches,7
1081,Ex-Employees,Yes,Male,51,45 - 54,Master's Degree,Life Sciences,R&D,Research Scientist,1,18,15-20 switches,9,6+ switches,12,11-15 %,3,0,0-3 switches,2,0-3 switches,7
1082,Ex-Employees,Yes,Male,28,25 - 34,Associates Degree,Technical Degree,R&D,Healthcare Representative,3,10,5-10 switches,1,0-2 switches,12,11-15 %,0,7,6-9 switches,1,0-3 switches,9
1083,Current Employees,No,Male,26,25 - 34,Associates Degree,Medical,R&D,Laboratory Technician,1,6,5-10 switches,1,0-2 switches,16,16-20 %,2,3,0-3 switches,1,0-3 switches,3
1084,Current Employees,No,Male,30,25 - 34,Bachelor's Degree,Other,R&D,Manufacturing Director,2,7,5-10 switches,0,0-2 switches,15,11-15 %,1,2,0-3 switches,0,0-3 switches,2
1085,Current Employees,No,Female,41,35 - 44,Associates Degree,Technical Degree,R&D,Research Scientist,1,10,5-10 switches,1,0-2 switches,13,11-15 %,0,6,3-6 switches,0,0-3 switches,8
1088,Current Employees,No,Female,38,35 - 44,High School,Life Sciences,R&D,Healthcare Representative,3,20,15-20 switches,0,0-2 switches,18,16-20 %,1,9,6-9 switches,1,0-3 switches,9
1092,Current Employees,No,Male,40,35 - 44,Master's Degree,Technical Degree,R&D,Healthcare Representative,3,14,10-15 switches,4,3-6 switches,20,16-20 %,1,10,9-12 switches,11,9-12 switches,1
1094,Current Employees,No,Male,27,25 - 34,Doctoral Degree,Life Sciences,R&D,Laboratory Technician,1,3,0-5 switches,1,0-2 switches,19,16-20 %,3,2,0-3 switches,1,0-3 switches,2
1096,Current Employees,No,Male,55,Over 55,High School,Life Sciences,R&D,Manufacturing Director,3,23,20-25 switches,3,3-6 switches,18,16-20 %,1,2,0-3 switches,1,0-3 switches,2
1097,Current Employees,No,Female,28,25 - 34,Bachelor's Degree,Other,R&D,Research Scientist,2,10,5-10 switches,3,3-6 switches,13,11-15 %,0,7,6-9 switches,1,0-3 switches,7
1098,Ex-Employees,Yes,Male,44,35 - 44,Associates Degree,Medical,HR,Human Resources,3,24,20-25 switches,9,6+ switches,14,11-15 %,1,6,3-6 switches,3,0-3 switches,6
1099,Current Employees,No,Male,33,25 - 34,Bachelor's Degree,Life Sciences,R&D,Healthcare Representative,3,9,5-10 switches,4,3-6 switches,15,11-15 %,1,2,0-3 switches,1,0-3 switches,2
1100,Ex-Employees,Yes,Male,35,35 - 44,Bachelor's Degree,Technical Degree,Sales,Sales Executive,3,9,5-10 switches,0,0-2 switches,22,21-25 %,0,7,6-9 switches,4,3-6 switches,7
1101,Ex-Employees,Yes,Female,33,25 - 34,Master's Degree,Medical,R&D,Research Scientist,2,14,10-15 switches,1,0-2 switches,22,21-25 %,0,7,6-9 switches,3,0-3 switches,8
1102,Current Employees,No,Male,28,25 - 34,Associates Degree,Life Sciences,R&D,Laboratory Technician,1,4,0-5 switches,1,0-2 switches,16,16-20 %,1,2,0-3 switches,2,0-3 switches,2
1103,Current Employees,No,Male,34,25 - 34,High School,Life Sciences,R&D,Healthcare Representative,2,7,5-10 switches,0,0-2 switches,17,16-20 %,0,2,0-3 switches,0,0-3 switches,4
1105,Current Employees,No,Female,37,35 - 44,Master's Degree,Life Sciences,Sales,Sales Executive,2,8,5-10 switches,2,0-2 switches,14,11-15 %,3,0,0-3 switches,0,0-3 switches,0
1106,Ex-Employees,Yes,Male,25,25 - 34,High School,Technical Degree,R&D,Laboratory Technician,1,7,5-10 switches,1,0-2 switches,15,11-15 %,1,7,6-9 switches,5,3-6 switches,6
1107,Ex-Employees,Yes,Male,26,25 - 34,Bachelor's Degree,Medical,R&D,Laboratory Technician,1,1,0-5 switches,1,0-2 switches,20,16-20 %,1,1,0-3 switches,0,0-3 switches,0
1108,Ex-Employees,Yes,Male,33,25 - 34,Bachelor's Degree,Medical,R&D,Research Scientist,1,5,0-5 switches,4,3-6 switches,20,16-20 %,0,2,0-3 switches,2,0-3 switches,2
1109,Current Employees,No,Male,42,35 - 44,Associates Degree,Medical,R&D,Manager,4,23,20-25 switches,0,0-2 switches,17,16-20 %,1,6,3-6 switches,13,12-15 switches,7
1111,Ex-Employees,Yes,Male,28,25 - 34,Bachelor's Degree,Medical,R&D,Laboratory Technician,1,1,0-5 switches,1,0-2 switches,15,11-15 %,2,0,0-3 switches,0,0-3 switches,0
1113,Ex-Employees,Yes,Male,50,45 - 54,Master's Degree,Other,Sales,Sales Executive,2,5,0-5 switches,3,3-6 switches,14,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1114,Current Employees,No,Female,33,25 - 34,Bachelor's Degree,Life Sciences,Sales,Sales Executive,2,4,0-5 switches,0,0-2 switches,17,16-20 %,1,2,0-3 switches,0,0-3 switches,2
1115,Current Employees,No,Male,34,25 - 34,Master's Degree,Life Sciences,R&D,Research Scientist,1,6,5-10 switches,3,3-6 switches,17,16-20 %,3,0,0-3 switches,0,0-3 switches,0
1116,Current Employees,No,Male,48,45 - 54,Master's Degree,Medical,R&D,Manager,4,27,25-30 switches,2,0-2 switches,22,21-25 %,0,4,3-6 switches,2,0-3 switches,1
1117,Current Employees,No,Female,45,45 - 54,Master's Degree,Life Sciences,Sales,Sales Executive,2,15,10-15 switches,1,0-2 switches,13,11-15 %,1,10,9-12 switches,4,3-6 switches,12
1118,Current Employees,No,Male,52,45 - 54,Master's Degree,Life Sciences,R&D,Healthcare Representative,3,18,15-20 switches,7,6+ switches,19,16-20 %,0,6,3-6 switches,4,3-6 switches,0
1119,Current Employees,No,Male,38,35 - 44,Master's Degree,Marketing,Sales,Sales Executive,3,9,5-10 switches,0,0-2 switches,14,11-15 %,2,7,6-9 switches,2,0-3 switches,7
1120,Current Employees,No,Female,29,25 - 34,Master's Degree,Life Sciences,R&D,Research Scientist,1,11,10-15 switches,4,3-6 switches,22,21-25 %,1,5,3-6 switches,1,0-3 switches,7
1121,Current Employees,No,Female,28,25 - 34,Bachelor's Degree,Medical,R&D,Manufacturing Director,3,10,5-10 switches,0,0-2 switches,17,16-20 %,3,7,6-9 switches,1,0-3 switches,7
1124,Current Employees,No,Male,46,45 - 54,High School,Marketing,Sales,Manager,4,23,20-25 switches,3,3-6 switches,12,11-15 %,1,9,6-9 switches,4,3-6 switches,9
1125,Current Employees,No,Male,38,35 - 44,Associates Degree,Marketing,Sales,Sales Executive,3,10,5-10 switches,7,6+ switches,16,16-20 %,0,0,0-3 switches,0,0-3 switches,0
1126,Current Employees,No,Female,43,35 - 44,Bachelor's Degree,Life Sciences,R&D,Manufacturing Director,3,18,15-20 switches,8,6+ switches,11,11-15 %,1,7,6-9 switches,0,0-3 switches,1
1127,Ex-Employees,Yes,Male,39,35 - 44,Bachelor's Degree,Life Sciences,R&D,Healthcare Representative,4,21,20-25 switches,7,6+ switches,11,11-15 %,3,7,6-9 switches,11,9-12 switches,5
1128,Current Employees,No,Male,40,35 - 44,Bachelor's Degree,Medical,R&D,Research Director,5,21,20-25 switches,1,0-2 switches,14,11-15 %,0,7,6-9 switches,4,3-6 switches,9
1131,Current Employees,No,Female,21,Under 25,High School,Technical Degree,R&D,Research Scientist,1,2,0-5 switches,1,0-2 switches,11,11-15 %,0,2,0-3 switches,2,0-3 switches,2
1132,Current Employees,No,Male,39,35 - 44,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,2,9,5-10 switches,9,6+ switches,15,11-15 %,0,4,3-6 switches,0,0-3 switches,3
1133,Current Employees,No,Male,36,35 - 44,Master's Degree,Life Sciences,R&D,Manufacturing Director,2,18,15-20 switches,2,0-2 switches,20,16-20 %,0,9,6-9 switches,0,0-3 switches,9
1135,Current Employees,No,Male,31,25 - 34,Bachelor's Degree,Life Sciences,Sales,Sales Representative,1,3,0-5 switches,0,0-2 switches,12,11-15 %,1,2,0-3 switches,2,0-3 switches,2
1136,Current Employees,No,Male,28,25 - 34,High School,Life Sciences,R&D,Research Scientist,1,6,5-10 switches,0,0-2 switches,17,16-20 %,0,3,0-3 switches,0,0-3 switches,4
1137,Current Employees,No,Male,35,35 - 44,Associates Degree,Marketing,Sales,Sales Executive,2,5,0-5 switches,1,0-2 switches,11,11-15 %,1,2,0-3 switches,0,0-3 switches,2
1138,Current Employees,No,Male,49,45 - 54,Master's Degree,Technical Degree,Sales,Sales Executive,4,22,20-25 switches,6,3-6 switches,17,16-20 %,1,8,6-9 switches,2,0-3 switches,3
1140,Current Employees,No,Male,34,25 - 34,Associates Degree,Life Sciences,R&D,Manufacturing Director,2,5,0-5 switches,2,0-2 switches,11,11-15 %,0,2,0-3 switches,0,0-3 switches,2
1143,Current Employees,No,Female,29,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,8,5-10 switches,0,0-2 switches,14,11-15 %,2,5,3-6 switches,1,0-3 switches,1
1148,Current Employees,No,Male,42,35 - 44,Bachelor's Degree,Medical,R&D,Laboratory Technician,2,16,15-20 switches,4,3-6 switches,19,16-20 %,0,0,0-3 switches,0,0-3 switches,0
1150,Current Employees,No,Male,29,25 - 34,High School,Medical,R&D,Manufacturing Director,2,10,5-10 switches,1,0-2 switches,15,11-15 %,1,7,6-9 switches,1,0-3 switches,2
1152,Current Employees,No,Male,38,35 - 44,Bachelor's Degree,Human Resources,HR,Human Resources,1,7,5-10 switches,1,0-2 switches,13,11-15 %,1,6,3-6 switches,5,3-6 switches,0
1154,Current Employees,No,Male,28,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,3,0-5 switches,1,0-2 switches,14,11-15 %,1,1,0-3 switches,0,0-3 switches,2
1156,Ex-Employees,Yes,Male,18,Under 25,High School,Medical,R&D,Laboratory Technician,1,0,0-5 switches,1,0-2 switches,12,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1157,Ex-Employees,Yes,Female,33,25 - 34,Master's Degree,Marketing,Sales,Sales Executive,2,6,5-10 switches,0,0-2 switches,17,16-20 %,0,2,0-3 switches,0,0-3 switches,3
1158,Current Employees,No,Male,41,35 - 44,Master's Degree,Life Sciences,R&D,Laboratory Technician,1,6,5-10 switches,3,3-6 switches,11,11-15 %,1,0,0-3 switches,0,0-3 switches,0
1160,Ex-Employees,Yes,Male,31,25 - 34,Bachelor's Degree,Medical,R&D,Laboratory Technician,1,2,0-5 switches,1,0-2 switches,12,11-15 %,1,2,0-3 switches,2,0-3 switches,2
1161,Current Employees,No,Female,37,35 - 44,Associates Degree,Medical,R&D,Healthcare Representative,2,9,5-10 switches,7,6+ switches,13,11-15 %,2,2,0-3 switches,1,0-3 switches,3
1162,Current Employees,No,Male,27,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,4,0-5 switches,1,0-2 switches,13,11-15 %,1,2,0-3 switches,2,0-3 switches,2
1163,Current Employees,No,Female,34,25 - 34,High School,Life Sciences,Sales,Sales Executive,2,6,5-10 switches,1,0-2 switches,20,16-20 %,0,5,3-6 switches,1,0-3 switches,3
1164,Current Employees,No,Male,35,35 - 44,Master's Degree,Technical Degree,HR,Human Resources,1,6,5-10 switches,1,0-2 switches,17,16-20 %,0,4,3-6 switches,1,0-3 switches,4
1165,Ex-Employees,Yes,Female,29,25 - 34,High School,Life Sciences,Sales,Sales Executive,3,11,10-15 switches,1,0-2 switches,13,11-15 %,1,8,6-9 switches,3,0-3 switches,10
1166,Current Employees,No,Female,40,35 - 44,Master's Degree,Medical,R&D,Research Director,3,20,15-20 switches,9,6+ switches,17,16-20 %,0,7,6-9 switches,2,0-3 switches,13
1167,Ex-Employees,Yes,Male,42,35 - 44,Bachelor's Degree,Life Sciences,Sales,Sales Executive,4,22,20-25 switches,0,0-2 switches,12,11-15 %,0,9,6-9 switches,13,12-15 switches,14
1171,Current Employees,No,Male,42,35 - 44,Master's Degree,Marketing,Sales,Sales Executive,2,9,5-10 switches,7,6+ switches,13,11-15 %,0,4,3-6 switches,1,0-3 switches,5
1172,Current Employees,No,Male,35,35 - 44,Master's Degree,Medical,R&D,Laboratory Technician,1,10,5-10 switches,6,3-6 switches,12,11-15 %,1,0,0-3 switches,1,0-3 switches,7
1173,Current Employees,No,Male,24,Under 25,Bachelor's Degree,Medical,R&D,Laboratory Technician,1,6,5-10 switches,8,6+ switches,22,21-25 %,0,3,0-3 switches,1,0-3 switches,2
1175,Ex-Employees,Yes,Female,28,25 - 34,High School,Life Sciences,R&D,Laboratory Technician,1,1,0-5 switches,1,0-2 switches,11,11-15 %,0,1,0-3 switches,0,0-3 switches,0
1177,Current Employees,No,Male,26,25 - 34,Master's Degree,Medical,R&D,Laboratory Technician,1,8,5-10 switches,1,0-2 switches,22,21-25 %,1,7,6-9 switches,0,0-3 switches,7
1179,Current Employees,No,Male,30,25 - 34,Bachelor's Degree,Marketing,Sales,Sales Executive,2,10,5-10 switches,1,0-2 switches,18,16-20 %,1,3,0-3 switches,1,0-3 switches,4
1180,Current Employees,No,Female,40,35 - 44,Associates Degree,Medical,R&D,Research Scientist,2,16,15-20 switches,3,3-6 switches,13,11-15 %,1,1,0-3 switches,0,0-3 switches,0
1182,Current Employees,No,Male,35,35 - 44,Bachelor's Degree,Life Sciences,R&D,Manufacturing Director,3,15,10-15 switches,2,0-2 switches,18,16-20 %,1,7,6-9 switches,6,3-6 switches,4
1184,Current Employees,No,Male,34,25 - 34,Bachelor's Degree,Medical,R&D,Healthcare Representative,2,14,10-15 switches,0,0-2 switches,20,16-20 %,0,9,6-9 switches,4,3-6 switches,9
1185,Current Employees,No,Male,35,35 - 44,Master's Degree,Other,R&D,Laboratory Technician,1,2,0-5 switches,1,0-2 switches,13,11-15 %,1,2,0-3 switches,2,0-3 switches,2
1188,Ex-Employees,Yes,Female,43,35 - 44,Bachelor's Degree,Marketing,Sales,Sales Executive,2,7,5-10 switches,8,6+ switches,13,11-15 %,0,3,0-3 switches,1,0-3 switches,3
